player_id,short_name,primary_position,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
205988,L. Shaw,CB,69.0,57.0,78.0,75.0,79.0,72.0,82,46,76,79,65,75,81,67,77,78,69,69,60,78,73,80,83,51,77,56,85,79,71,77,38,76,79,79,78,10,12,13,7,7,0.0
258746,M. Braida,LM,82.0,69.0,70.0,76.0,72.0,78.0,72,68,57,74,65,76,67,46,69,75,84,81,83,70,72,74,81,82,78,70,70,73,74,70,61,73,76,70,74,15,6,6,8,10,0.0
273906,Renato Veiga,CB,73.0,60.0,73.0,72.0,75.0,82.0,68,50,70,77,68,72,70,72,75,74,67,77,70,73,59,72,80,80,82,70,84,73,63,70,60,72,74,77,76,6,15,11,13,9,0.0
256516,Nico Williams,LM,93.0,76.0,80.0,87.0,36.0,66.0,83,79,65,82,64,88,81,72,74,85,94,92,92,82,84,78,79,81,61,72,55,40,80,82,62,78,36,28,25,9,13,12,12,14,0.0
244788,P. Bucha,CM,71.0,70.0,74.0,76.0,69.0,71.0,72,68,62,76,67,76,68,65,74,76,76,67,76,75,77,71,74,81,64,74,77,73,69,74,70,75,69,70,66,13,8,10,6,12,0.0
268896,H. Larsson,CM,77.0,73.0,71.0,78.0,71.0,77.0,47,77,61,83,67,75,64,53,77,80,72,81,79,79,73,74,75,83,74,69,75,77,76,78,53,85,76,70,60,14,7,7,12,8,0.0
209780,S. Schrijvers,CM,68.0,73.0,73.0,74.0,68.0,68.0,70,73,60,74,78,72,73,72,72,75,69,67,78,73,74,73,68,73,61,70,78,76,76,76,78,76,69,66,64,8,6,6,14,14,0.0
224885,Guilherme Sityá,LB,80.0,62.0,76.0,74.0,68.0,78.0,83,58,56,78,47,73,77,75,75,76,81,79,79,69,75,66,80,88,78,69,66,69,69,68,71,70,71,69,69,9,7,11,8,7,0.0
206517,J. Grealish,LW,72.0,76.0,80.0,85.0,53.0,67.0,80,76,48,81,72,86,83,74,78,86,75,70,84,79,85,76,67,69,67,79,65,49,78,80,58,86,58,54,48,11,6,11,10,13,0.0
238794,Vini Jr.,LW,95.0,84.0,81.0,91.0,29.0,69.0,81,88,50,83,73,93,79,62,77,90,95,95,94,85,84,81,74,84,65,83,58,26,86,85,74,83,32,25,18,5,7,7,7,10,0.0
260813,G. Kochorashvili,CM,72.0,71.0,72.0,75.0,68.0,75.0,62,68,62,77,59,72,64,75,75,79,73,71,77,75,80,77,76,80,73,75,75,71,63,71,70,66,68,68,67,11,6,12,11,13,0.0
237034,Cucho,ST,81.0,77.0,75.0,81.0,42.0,78.0,68,76,77,79,73,82,72,70,76,82,84,79,81,78,80,79,90,79,76,78,78,23,78,75,70,77,44,43,40,9,11,11,9,6,0.0
248165,A. Rațiu,RB,92.0,60.0,74.0,79.0,74.0,71.0,79,56,75,77,59,82,75,45,66,79,93,92,81,72,64,66,85,80,65,63,69,72,75,75,36,69,75,74,70,9,11,12,11,12,0.0
233064,M. Mount,CAM,67.0,76.0,79.0,78.0,62.0,61.0,80,75,55,79,75,79,82,82,79,80,68,66,72,77,72,79,63,60,56,77,73,63,77,78,69,79,58,69,56,11,12,13,8,12,0.0
257711,R. Calafiori,LB,72.0,66.0,71.0,75.0,77.0,77.0,73,62,75,76,57,75,72,65,67,77,74,70,69,78,69,75,84,73,77,70,79,77,70,66,50,75,76,78,79,9,11,5,6,11,0.0
235790,K. Havertz,ST,72.0,79.0,78.0,81.0,48.0,74.0,75,80,81,82,81,84,81,53,77,85,71,72,70,81,54,81,85,85,75,74,56,43,84,81,83,78,45,47,41,6,8,11,10,12,0.0
235813,R. Marin,CM,64.0,74.0,77.0,74.0,63.0,66.0,78,68,58,78,71,73,80,75,77,75,66,63,76,73,80,84,66,66,63,79,74,68,71,75,80,77,60,65,65,11,14,6,8,8,0.0
252794,Adrián Bernabé,CDM,77.0,70.0,75.0,79.0,69.0,63.0,67,69,46,78,68,78,75,74,76,80,82,73,85,70,84,72,62,79,52,73,70,71,68,75,64,76,70,75,70,8,12,9,10,9,0.0
235456,J. Bellegarde,CAM,78.0,63.0,72.0,78.0,70.0,72.0,66,61,61,76,56,77,59,68,75,78,79,78,83,75,86,69,76,79,68,64,72,70,74,75,55,75,68,74,72,12,15,14,10,9,0.0
221125,S. Driussi,ST,84.0,75.0,72.0,80.0,45.0,78.0,66,75,70,74,75,80,70,70,71,80,81,86,82,76,80,76,87,72,84,76,70,32,79,74,70,77,37,51,47,11,14,14,14,10,0.0
224031,A. Marušić,RB,80.0,66.0,67.0,74.0,75.0,77.0,76,56,74,71,68,75,76,54,55,76,79,80,64,76,70,79,86,77,77,77,76,75,69,60,58,75,74,76,75,8,9,7,10,10,0.0
228179,A. Castro,LM,77.0,73.0,71.0,74.0,69.0,71.0,69,74,59,73,63,72,80,70,66,74,80,74,81,72,72,78,75,70,69,72,74,74,72,72,53,78,66,73,68,8,14,16,7,13,0.0
223874,V. Rongier,CDM,62.0,66.0,75.0,78.0,74.0,78.0,68,62,53,81,66,78,62,55,77,76,67,58,78,77,85,72,71,81,78,68,76,78,68,78,65,77,73,80,73,11,8,12,7,11,0.0
234906,H. Aouar,CAM,66.0,72.0,75.0,82.0,65.0,65.0,65,73,64,79,72,84,80,70,76,81,68,64,78,76,81,69,69,66,62,71,68,68,76,78,79,76,66,64,58,14,6,11,7,10,0.0
211147,V. Lazaro,RM,71.0,67.0,76.0,76.0,71.0,65.0,82,64,61,77,66,75,77,69,75,76,77,66,79,78,73,69,73,70,61,70,66,72,74,72,66,76,71,74,72,8,13,11,8,8,0.0
200145,Casemiro,CDM,36.0,74.0,76.0,69.0,80.0,76.0,68,69,80,79,77,68,75,70,80,77,35,36,48,79,51,82,75,54,81,78,90,77,71,76,66,77,78,83,83,13,14,16,12,12,0.0
248793,M. Wieffer,CDM,67.0,66.0,74.0,74.0,76.0,78.0,68,62,76,79,68,73,69,52,78,78,67,67,67,75,65,75,82,77,76,69,84,79,63,74,55,78,73,78,72,7,12,14,12,7,0.0
279604,Jauregizar,CM,71.0,70.0,75.0,79.0,72.0,75.0,64,68,48,79,53,78,72,66,78,79,74,69,78,76,83,75,68,81,71,75,77,75,75,78,55,79,75,77,66,6,9,5,13,6,0.0
250959,A. Stiller,CDM,56.0,58.0,83.0,84.0,76.0,71.0,77,49,67,88,51,83,69,68,83,85,68,47,82,85,80,73,72,80,67,65,71,80,65,87,42,84,77,78,69,7,14,5,9,9,0.0
216464,A. Browne,CM,70.0,69.0,70.0,72.0,69.0,78.0,67,67,69,72,69,70,64,64,70,72,70,70,74,72,75,75,76,89,72,68,80,69,68,70,68,73,69,70,67,13,16,12,11,14,0.0
245054,Lee Dong Kyeong,CAM,77.0,75.0,73.0,75.0,59.0,76.0,73,73,52,75,69,75,72,75,71,76,75,79,74,74,84,77,71,90,71,78,70,60,76,73,68,62,57,63,56,7,9,14,9,5,0.0
221000,B. Ndiaye,CDM,81.0,68.0,69.0,74.0,71.0,76.0,58,62,58,73,65,74,70,63,71,73,80,81,78,76,75,79,70,80,75,71,75,74,72,73,65,74,73,71,69,7,12,11,7,10,0.0
233301,R. Kristensen,RB,69.0,65.0,70.0,72.0,79.0,81.0,77,60,78,72,59,72,66,56,67,75,66,72,61,81,64,75,83,84,78,67,85,78,74,66,58,74,80,79,74,10,9,9,6,10,0.0
257980,D. Ndoye,LM,89.0,72.0,70.0,81.0,62.0,68.0,76,74,53,71,67,83,74,57,63,81,86,92,84,75,74,75,73,81,65,68,59,62,76,70,60,74,59,67,65,10,14,10,15,12,0.0
228302,Pedraza,LB,77.0,71.0,72.0,73.0,73.0,71.0,76,70,67,74,63,74,74,57,68,74,77,77,75,72,68,76,79,68,72,69,69,70,75,69,64,66,74,75,74,12,6,14,7,12,0.0
229348,A. Robinson,LB,88.0,46.0,75.0,77.0,78.0,80.0,81,44,64,76,45,79,80,39,74,77,87,89,73,80,71,46,81,90,73,43,83,83,76,78,45,73,78,81,76,12,9,15,14,9,0.0
189596,T. Müller,CAM,59.0,79.0,82.0,78.0,55.0,65.0,85,81,79,83,84,77,81,59,79,80,53,63,67,88,68,78,73,63,66,74,62,58,90,87,70,88,47,57,46,6,7,11,14,14,0.0
252064,L. Krejčí,CB,72.0,68.0,68.0,69.0,76.0,84.0,56,62,82,75,65,69,55,54,74,72,68,75,55,75,65,78,89,79,85,68,88,77,73,70,76,75,75,76,74,9,5,6,14,6,0.0
230065,S. Serdar,CM,67.0,71.0,72.0,78.0,73.0,73.0,62,70,70,77,65,79,71,57,75,78,66,68,72,76,76,75,72,75,68,74,82,74,70,76,53,80,71,74,73,15,8,5,13,10,0.0
188350,M. Reus,CAM,58.0,81.0,81.0,80.0,52.0,62.0,81,81,44,83,79,80,86,84,76,82,62,54,76,81,81,82,59,66,66,80,48,55,80,81,81,78,55,47,59,12,12,13,13,11,0.0
219174,R. Carrera,CM,79.0,71.0,73.0,73.0,64.0,79.0,68,71,61,76,62,74,70,61,72,75,77,80,67,72,72,70,82,84,82,73,66,66,74,75,66,71,63,65,60,14,16,15,8,12,0.0
220746,A. Živković,RM,82.0,74.0,74.0,81.0,57.0,66.0,75,74,47,74,70,82,82,71,70,81,84,80,80,74,88,78,66,74,58,72,75,64,75,77,70,78,54,61,53,9,11,8,6,6,0.0
228579,B. Henrichs,RB,73.0,54.0,76.0,78.0,78.0,74.0,79,50,66,80,53,79,74,60,72,78,74,73,75,79,69,62,77,73,74,51,72,77,70,74,59,78,78,81,84,8,9,13,12,14,0.0
212491,A. Masuaku,LB,79.0,62.0,74.0,78.0,68.0,79.0,78,52,63,75,62,80,78,73,73,77,77,80,77,69,79,75,74,83,80,72,72,68,65,70,49,74,67,71,70,8,7,10,7,7,0.0
263439,Paulo Bernardo,CM,71.0,71.0,74.0,72.0,68.0,76.0,74,67,68,77,74,72,72,67,68,74,65,76,68,71,75,79,75,80,75,72,73,65,72,75,67,75,62,74,71,11,5,9,10,5,0.0
205855,M. Livaja,ST,63.0,82.0,77.0,79.0,43.0,82.0,69,84,75,83,75,76,70,73,73,85,60,65,64,80,87,88,82,73,86,72,81,34,77,80,84,85,42,46,21,15,9,12,15,12,0.0
193061,R. Pereyra,CM,72.0,73.0,77.0,79.0,67.0,68.0,72,73,51,79,73,80,78,74,74,80,73,72,76,75,76,72,68,70,67,73,69,70,76,79,68,79,67,70,69,4,5,3,4,8,0.0
244778,Trincão,CAM,80.0,80.0,79.0,84.0,40.0,71.0,75,81,66,80,72,86,82,74,74,83,80,80,84,82,75,81,79,85,72,81,50,37,82,84,71,82,40,36,34,5,9,6,15,7,0.0
258171,Hannibal,CM,76.0,63.0,73.0,76.0,68.0,82.0,69,60,57,75,60,75,76,67,72,76,74,77,78,73,77,70,76,90,76,62,88,70,70,73,56,75,67,72,70,9,5,10,11,7,0.0
238072,E. Löwen,CM,66.0,70.0,74.0,72.0,70.0,83.0,70,63,70,76,50,75,75,80,75,76,60,70,46,76,67,85,78,86,83,75,82,69,67,70,70,71,69,74,66,5,10,5,12,13,0.0
220414,Diego Rico,LB,70.0,57.0,77.0,73.0,76.0,76.0,79,43,68,77,56,74,75,76,72,75,69,71,62,74,74,76,78,73,79,68,74,79,71,77,47,72,75,77,74,10,9,15,11,10,0.0
212269,R. Bazoer,CB,67.0,68.0,73.0,74.0,74.0,74.0,72,64,72,74,68,75,74,63,78,74,65,69,68,75,74,77,74,63,80,74,73,73,64,73,54,79,75,75,74,6,11,12,14,10,0.0
238463,A. Haidara,CM,63.0,70.0,77.0,79.0,73.0,69.0,75,66,51,79,63,79,76,62,77,79,69,58,78,79,78,75,65,76,65,75,71,80,71,78,62,75,74,75,68,7,11,8,7,10,0.0
252143,Daniel Bragança,CM,79.0,72.0,77.0,80.0,67.0,62.0,65,76,49,82,63,80,76,73,79,82,76,81,77,77,75,66,64,70,58,72,59,72,72,79,66,75,64,71,69,6,12,14,11,11,0.0
214026,J. Mojica,LB,88.0,65.0,73.0,73.0,74.0,70.0,77,62,65,77,43,75,74,64,72,75,86,90,69,74,58,80,80,63,69,61,77,75,71,65,60,70,73,77,75,13,8,14,9,15,0.0
262925,A. Zorgane,CDM,54.0,70.0,77.0,75.0,71.0,83.0,76,67,62,79,58,75,71,63,79,78,59,49,67,76,63,79,75,90,83,71,76,74,65,79,66,77,69,73,71,14,11,7,9,12,0.0
251690,J. Rudoni,CAM,73.0,69.0,74.0,76.0,65.0,75.0,75,70,73,75,64,77,74,71,72,76,72,73,74,72,74,71,81,87,71,68,67,64,74,73,59,74,62,66,61,8,8,13,11,10,0.0
246646,M. Caqueret,CM,75.0,62.0,75.0,78.0,76.0,67.0,67,60,48,80,53,77,66,69,79,78,77,73,85,76,83,63,63,80,55,63,81,78,69,77,70,78,77,83,71,8,5,12,5,15,0.0
200094,M. Ozdoev,CM,68.0,71.0,73.0,72.0,74.0,72.0,72,68,73,75,45,71,58,60,75,73,67,69,70,74,70,81,78,73,71,73,74,74,73,74,68,69,73,75,73,11,8,16,16,15,0.0
224425,M. Wolf,RB,74.0,71.0,71.0,73.0,70.0,77.0,76,73,57,72,64,75,69,70,64,73,75,74,66,75,64,75,76,80,76,70,78,72,76,72,52,77,70,72,72,12,15,7,16,8,0.0
235467,M. Moreno,CAM,90.0,73.0,75.0,81.0,53.0,68.0,67,76,49,76,57,82,77,78,73,78,91,90,86,69,90,73,72,79,63,74,64,57,75,79,65,77,51,53,50,8,9,15,8,12,0.0
260823,N. Fagioli,CM,74.0,65.0,78.0,79.0,70.0,63.0,69,56,58,82,68,79,79,68,82,82,73,75,76,74,77,76,68,68,59,72,66,70,62,78,68,72,69,74,70,7,10,8,10,13,0.0
209888,C. Goodwin,LM,81.0,74.0,72.0,70.0,59.0,73.0,77,72,60,68,70,67,71,76,69,69,81,81,83,72,79,77,79,83,71,75,66,59,70,74,78,74,58,60,57,9,11,10,7,7,0.0
221671,Lee Jae Sung,CAM,72.0,71.0,72.0,81.0,63.0,66.0,68,71,81,76,72,80,71,54,70,81,74,71,84,78,82,71,87,85,56,73,62,65,81,75,50,78,53,65,60,14,7,15,6,8,0.0
239380,N. Lang,LW,80.0,77.0,73.0,84.0,50.0,68.0,69,80,49,77,80,84,75,57,68,84,84,76,87,82,83,74,68,78,60,76,74,57,75,77,73,83,47,51,43,13,7,13,12,12,0.0
241707,P. Gueye,CM,67.0,65.0,75.0,75.0,76.0,79.0,67,56,68,81,49,76,51,55,79,78,66,68,67,77,68,81,77,80,78,72,79,76,75,79,52,76,77,77,74,12,12,12,14,12,0.0
239778,J. Moder,CM,64.0,70.0,74.0,73.0,71.0,78.0,70,66,65,77,53,75,71,71,75,75,55,72,58,76,58,78,73,79,78,72,79,74,72,75,77,76,71,71,67,15,14,14,13,6,0.0
222148,O. Duda,CM,65.0,72.0,73.0,78.0,65.0,67.0,65,70,52,76,71,79,77,74,75,80,67,63,76,72,76,78,59,80,54,72,85,68,70,75,70,78,65,67,62,15,12,14,16,10,0.0
236764,A. Tanaka,CDM,70.0,68.0,72.0,77.0,73.0,71.0,61,66,60,78,61,75,70,65,74,77,72,69,82,74,78,73,71,86,65,72,68,75,64,74,60,79,74,75,72,10,14,12,12,6,0.0
230666,Gabriel Jesus,ST,81.0,79.0,74.0,86.0,39.0,71.0,73,79,76,79,77,87,75,54,66,84,85,78,88,80,89,82,85,66,67,75,82,32,81,78,75,78,45,30,28,13,8,6,6,15,0.0
231184,Guruzeta,ST,73.0,78.0,72.0,78.0,51.0,78.0,69,79,79,79,80,78,72,52,62,81,75,71,76,79,73,82,87,78,79,74,72,49,78,74,71,75,45,48,50,12,14,11,10,5,0.0
237329,J. Willock,CM,75.0,72.0,73.0,79.0,72.0,68.0,67,74,70,78,66,81,70,46,74,78,74,75,79,75,67,76,75,71,65,67,70,76,75,79,62,76,70,75,63,11,6,12,8,9,0.0
275298,A. Pavlović,CDM,62.0,64.0,79.0,78.0,76.0,71.0,73,66,71,85,66,77,73,66,85,83,69,56,72,80,70,64,78,77,72,65,57,74,62,77,50,79,79,74,77,6,9,15,9,7,0.0
227528,B. Romero,ST,88.0,73.0,64.0,73.0,54.0,83.0,61,74,72,66,72,72,59,58,61,69,85,90,86,72,77,75,89,93,77,68,84,50,77,69,73,75,45,60,57,8,7,11,15,12,0.0
273463,João Gomes,CDM,54.0,68.0,72.0,75.0,77.0,74.0,64,65,70,78,55,73,60,63,77,77,56,52,74,75,82,75,69,78,68,69,84,79,68,73,69,72,74,81,77,7,14,10,14,13,0.0
259480,I. Saibari,CAM,78.0,75.0,74.0,82.0,51.0,78.0,71,75,57,78,68,83,75,59,71,84,81,76,77,80,80,79,81,79,83,74,65,51,78,78,57,74,50,53,44,8,12,11,10,15,0.0
224423,M. Wittek,LB,77.0,67.0,68.0,72.0,67.0,72.0,77,61,58,68,70,71,78,78,63,70,78,77,79,71,85,80,73,79,67,71,77,67,71,58,52,72,66,68,71,15,12,12,13,7,0.0
225782,A. Maitland-Niles,RB,77.0,65.0,73.0,76.0,72.0,74.0,72,66,55,76,61,75,68,50,74,78,74,80,73,76,69,63,73,77,73,63,72,73,67,75,82,80,71,76,77,15,9,7,10,13,0.0
237819,N. Domínguez,CDM,69.0,65.0,72.0,76.0,76.0,77.0,60,63,68,80,52,74,69,52,77,77,72,67,82,75,80,72,74,89,67,67,88,78,66,73,51,70,72,80,77,6,11,9,10,5,0.0
210736,Emerson,LB,69.0,63.0,75.0,76.0,74.0,65.0,78,52,66,76,51,78,81,80,73,77,73,66,69,75,75,80,71,76,59,75,67,76,70,67,55,77,74,75,75,8,15,8,7,14,0.0
203980,K. Fortounis,CAM,73.0,77.0,82.0,80.0,43.0,66.0,77,79,62,83,72,80,85,80,82,82,71,74,76,78,70,76,72,67,66,77,65,37,77,84,76,81,47,38,38,16,15,16,13,11,0.0
251942,Costinha,RB,78.0,65.0,72.0,74.0,70.0,77.0,75,65,68,74,44,74,69,49,73,76,79,77,70,72,69,71,80,81,72,63,82,71,74,71,69,72,66,74,71,14,13,14,13,8,0.0
244270,N. Moro,CDM,66.0,72.0,74.0,73.0,70.0,72.0,67,67,69,78,64,72,68,69,80,76,66,66,68,72,63,82,73,74,70,74,73,69,74,74,68,77,68,73,72,9,9,10,13,11,0.0
226370,André Horta,CM,73.0,70.0,75.0,76.0,67.0,70.0,71,68,51,80,67,75,68,58,75,74,73,73,86,78,81,75,74,79,65,73,69,68,72,75,57,75,69,69,64,6,15,15,10,8,0.0
219985,M. Vecino,CM,53.0,73.0,75.0,76.0,79.0,75.0,69,68,83,79,68,76,64,58,75,80,52,54,67,78,62,82,81,64,77,77,81,82,79,79,56,80,77,77,76,4,4,4,4,4,0.0
270964,J. Bellingham,CM,70.0,68.0,71.0,74.0,72.0,78.0,64,69,66,75,65,75,65,59,72,75,68,71,70,75,73,68,75,84,75,67,80,72,72,74,56,74,71,73,73,10,10,13,15,11,0.0
245371,T. Almada,CAM,79.0,74.0,79.0,83.0,51.0,58.0,74,70,39,80,73,82,85,83,74,83,86,74,92,74,93,78,53,69,50,76,64,58,76,81,75,80,44,57,51,12,8,9,8,10,0.0
266374,M. Ryneš,LM,77.0,66.0,72.0,73.0,66.0,76.0,77,57,73,73,65,73,66,72,71,75,75,78,73,71,67,83,85,74,76,74,74,67,67,66,53,68,61,68,67,11,14,10,11,14,0.0
237712,V. Castellanos,ST,75.0,80.0,71.0,81.0,45.0,75.0,58,84,83,79,76,82,65,65,66,83,78,73,77,79,74,79,85,85,65,74,84,39,83,79,73,81,43,40,39,15,6,10,12,8,0.0
225951,D. Bouanga,LW,85.0,81.0,71.0,79.0,38.0,79.0,72,83,71,70,74,80,76,69,68,78,83,86,85,82,71,85,88,83,81,74,67,38,81,73,74,72,46,25,23,8,9,14,8,16,0.0
229862,Edu Expósito,CAM,62.0,73.0,75.0,77.0,70.0,69.0,73,71,59,76,66,79,76,64,75,77,61,63,74,74,74,76,66,73,65,76,73,73,74,76,69,74,71,71,70,9,15,8,6,8,0.0
208364,Clinton Mata,CB,79.0,61.0,68.0,74.0,77.0,78.0,65,53,74,72,46,74,71,70,71,73,74,83,74,78,69,76,83,84,75,67,76,78,67,61,49,77,78,77,76,10,10,7,10,10,0.0
201455,G. Kondogbia,CB,65.0,69.0,73.0,71.0,78.0,81.0,64,67,74,79,56,70,64,63,78,77,64,66,65,70,57,78,83,74,84,70,81,77,66,73,53,77,80,79,76,15,10,10,8,10,0.0
241461,Ferran Torres,LW,83.0,81.0,79.0,83.0,35.0,68.0,81,84,75,82,74,84,76,60,77,83,86,80,85,81,78,79,84,72,69,81,54,34,82,79,74,82,35,24,28,12,9,11,15,12,0.0
250941,D. Köhn,LB,87.0,69.0,71.0,77.0,68.0,71.0,74,67,58,72,57,79,74,69,70,76,86,88,84,71,74,77,79,71,72,74,65,69,64,65,43,61,67,72,71,9,14,7,9,13,0.0
212045,C. Højer,LB,74.0,69.0,76.0,70.0,67.0,73.0,77,62,57,74,53,68,80,76,76,72,75,74,69,71,70,85,75,73,74,76,68,70,67,75,59,71,66,67,69,14,12,14,11,11,0.0
257876,N. Seiwald,CDM,72.0,62.0,74.0,74.0,74.0,76.0,73,58,63,75,58,72,73,60,79,75,74,70,77,78,76,70,76,81,72,66,78,79,68,74,54,70,71,77,72,5,8,7,14,7,0.0
234112,Dodô,RB,86.0,59.0,74.0,79.0,72.0,69.0,79,60,55,78,49,78,71,52,68,80,84,87,81,76,87,66,71,84,59,50,74,74,78,72,50,76,74,75,71,14,14,10,14,5,0.0
206467,A. Pléa,ST,73.0,78.0,80.0,80.0,38.0,69.0,79,78,73,79,80,80,82,73,78,80,75,72,77,79,79,79,82,73,73,78,53,39,80,84,70,79,29,38,29,11,15,16,12,15,0.0
255878,G. Martirena,RB,84.0,72.0,69.0,69.0,71.0,65.0,74,66,50,69,65,71,75,74,65,65,77,90,79,70,62,78,63,85,54,79,69,75,78,65,70,68,70,75,70,12,13,14,11,7,0.0
228520,Chimy Ávila,RM,74.0,76.0,69.0,75.0,52.0,84.0,66,73,77,72,75,75,63,57,68,75,70,78,70,75,84,83,88,76,84,75,92,55,76,72,77,72,50,46,41,11,6,6,10,14,0.0
259789,K. Zenón,LM,83.0,66.0,75.0,74.0,64.0,69.0,81,60,58,73,53,74,81,78,72,73,83,83,84,65,81,78,73,94,60,71,60,63,65,74,62,71,58,70,67,10,10,10,7,9,0.0
229391,Palhinha,CDM,56.0,68.0,70.0,72.0,84.0,85.0,60,66,81,77,55,75,66,45,77,76,54,58,51,79,50,81,83,79,86,67,91,85,69,71,57,84,83,86,85,14,10,8,7,7,0.0
235805,F. Chiesa,RM,87.0,80.0,75.0,83.0,44.0,68.0,75,80,53,77,78,84,78,62,74,81,88,87,89,80,84,84,74,63,67,79,74,46,81,77,62,80,42,44,39,6,7,8,9,7,0.0
232223,K. Tsimikas,LB,78.0,57.0,75.0,75.0,74.0,72.0,81,48,66,75,37,75,78,68,72,75,79,78,77,74,73,72,77,69,69,64,80,76,73,73,54,71,73,77,75,8,12,8,13,10,0.0
193348,X. Shaqiri,CAM,67.0,81.0,81.0,80.0,40.0,73.0,79,79,45,80,75,80,87,88,79,83,69,66,73,68,85,87,69,73,80,82,55,42,76,82,78,80,30,45,44,13,12,12,11,11,0.0
230234,Jorge Andrão,CDM,67.0,62.0,74.0,75.0,78.0,76.0,75,58,59,78,58,75,48,73,75,77,68,66,76,78,71,72,69,89,68,64,81,79,54,73,61,68,80,81,77,9,9,14,15,8,0.0
256107,A. Johnston,RB,82.0,59.0,73.0,72.0,73.0,80.0,74,57,66,77,46,67,69,37,75,76,76,86,76,77,76,68,80,85,76,53,85,67,74,75,60,78,75,76,76,8,9,14,11,11,0.0
207494,J. Lingard,CAM,77.0,73.0,72.0,77.0,57.0,67.0,71,71,60,72,75,76,77,70,68,75,78,76,82,76,84,76,71,77,59,73,71,57,75,75,73,76,58,59,49,14,10,8,13,9,0.0
243606,K. Lewis-Potter,LB,77.0,67.0,72.0,77.0,70.0,64.0,80,69,68,74,57,77,70,61,60,75,78,77,85,75,82,67,72,79,55,68,66,71,73,74,58,74,69,72,69,9,12,9,14,13,0.0
205678,E. Višća,RM,82.0,76.0,75.0,80.0,47.0,65.0,76,73,45,74,74,78,78,68,71,79,83,81,87,73,91,80,66,81,58,77,61,51,78,78,77,81,55,40,40,8,14,14,12,16,0.0
242380,Stephen Eustáquio,CDM,66.0,67.0,76.0,73.0,73.0,74.0,72,64,56,78,58,71,74,66,77,77,67,65,72,75,73,72,76,79,70,69,78,75,68,77,65,76,74,75,72,6,5,13,7,11,0.0
239361,D. de Wit,CAM,54.0,75.0,69.0,70.0,71.0,83.0,61,74,82,75,67,68,55,52,75,74,66,44,60,75,68,79,80,86,80,74,87,66,79,72,69,76,70,73,71,14,8,7,14,11,0.0
240753,A. Gouiri,ST,77.0,82.0,76.0,80.0,45.0,71.0,77,85,68,78,73,81,78,76,69,80,79,75,79,76,74,80,79,76,71,80,61,44,83,76,78,79,45,41,32,6,12,8,9,7,0.0
258714,E. Valeri,LB,74.0,70.0,73.0,74.0,71.0,66.0,77,68,56,76,73,75,74,74,72,76,76,73,68,72,68,74,68,78,58,73,69,70,72,66,56,69,74,74,71,8,10,13,12,12,0.0
73374,C. Uche,ST,68.0,73.0,69.0,73.0,68.0,83.0,51,74,79,77,70,75,66,49,73,77,66,70,67,76,53,79,88,83,86,68,76,71,78,76,59,68,62,68,65,14,11,8,11,10,0.0
225953,S. Bergwijn,LM,80.0,78.0,76.0,84.0,41.0,71.0,76,76,60,81,75,86,81,65,66,83,82,79,76,82,90,83,74,65,79,77,57,33,79,78,74,77,47,36,32,11,14,12,14,13,0.0
205531,V. Verre,CM,72.0,70.0,73.0,76.0,66.0,66.0,70,67,66,74,70,75,72,72,74,78,75,70,76,70,74,77,73,73,61,68,70,65,70,75,75,72,67,65,68,5,13,9,8,11,0.0
268534,A. Diouf,CM,77.0,68.0,71.0,78.0,67.0,76.0,59,64,60,76,58,81,68,63,76,77,75,78,74,73,70,77,78,77,77,74,73,69,71,74,56,76,66,70,65,10,15,13,9,10,0.0
206113,S. Gnabry,LM,79.0,83.0,78.0,84.0,43.0,66.0,77,84,42,83,83,85,74,62,73,82,84,75,85,82,87,86,68,66,68,80,58,38,84,80,67,82,45,44,43,14,10,10,9,7,0.0
230437,Elias Fontoira,CDM,69.0,69.0,74.0,73.0,73.0,69.0,70,69,66,73,67,74,74,75,74,75,68,69,67,76,60,68,72,73,69,72,65,75,66,77,72,82,80,67,73,8,7,12,10,12,0.0
204688,S. Schwab,CM,62.0,71.0,75.0,70.0,70.0,74.0,73,71,69,75,65,70,72,71,74,73,62,62,64,69,65,72,76,71,76,70,71,69,72,79,73,78,73,69,69,15,10,16,13,6,0.0
229788,Rubén Alcaraz,CM,50.0,68.0,74.0,67.0,71.0,82.0,77,64,73,74,67,66,79,81,74,70,51,50,51,72,72,74,78,82,81,73,85,72,60,70,70,74,71,70,70,10,14,9,12,13,0.0
248053,S. Arzamendia,LB,83.0,68.0,67.0,73.0,68.0,75.0,70,67,65,68,52,71,73,65,65,74,86,81,80,69,81,73,85,74,76,69,73,69,74,64,58,69,62,74,70,14,7,6,9,11,0.0
